"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-09-30,81276,"53190","WI","Whitewater-Elkhorn","Walworth County","Whitewater",6297,204900,0.00293685756240822,0.0138545274616526,0.0545548121461657,0.0533603680204806,0.0219558411377603,"2001-11","2001-Q4",205600,-0.00340466926070039,"2001-09"
2019-09-30,73091,"34420","FL","Ocala","Marion County","Belleview",6298,133900,0.00980392156862745,0.0237003058103976,0.0833333333333333,0.116432974983387,0.0415743762780045,"2006-10","2006-Q4",153500,-0.127687296416938,"2006-03"
2019-09-30,78741,"47725","IN","Evansville","Vanderburgh County","Evansville",6299,203500,0.00345167652859961,0.00147637795275591,0.0435897435897436,0.0393324605040959,0.0220015945962062,"2019-05","2019-Q2",203600,-0.000491159135559921,"2019-05"
2019-09-30,99680,"98274","WA","Mount Vernon-Anacortes","Skagit County","Mount Vernon",6300,378300,-0.00105624504885133,0.00344827586206897,0.0514174541411895,0.0964700777818757,0.0403122003972114,"2019-08","2019-Q3",378700,-0.00105624504885133,"2019-08"
2019-09-30,67704,"23430","VA","Virginia Beach-Norfolk-Newport News","Isle of Wight County","Smithfield",6301,275100,0.00621799561082663,0.0230568984752696,0.048,0.0361898419969822,0.0140393055642642,"2019-09","2019-Q3",275100,0,"2019-09"
2019-09-30,77393,"44907","OH","Mansfield","Richland County","Mansfield",6302,92100,0.00545851528384279,0.0199335548172757,0.121802679658953,0.0389029864099999,0.0104577374134274,"2006-11","2006-Q4",98200,-0.0621181262729124,"2005-01"
2019-09-30,63471,"14214","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",6303,175900,0.00975889781859931,0.0420616113744076,0.0340975896531452,0.0900437316200211,0.0693068107792481,"2019-09","2019-Q3",175900,0,"2019-09"
2019-09-30,98883,"96746","HI","Kapaa","Kauai County","Kapaa",6304,551700,0.000181290790427846,-0.0144694533762058,0.0652635643946708,0.0531723906436214,0.0398073118469002,"2006-07","2006-Q3",569800,-0.0317655317655318,"2006-01"
2019-09-30,78392,"46992","IN","Wabash","Wabash County","Wabash",6305,99400,0.00505561172901921,0.00913705583756345,0.0563230605738576,0.0433405027393701,0.0183174486758426,"2019-09","2019-Q3",99400,0,"2019-09"
2019-09-30,79576,"49090","MI","Kalamazoo-Portage","Van Buren County","South Haven",6306,183400,0.00218579234972678,-0.000544959128065395,-0.0467775467775468,0.0455255615766166,0.0278856936505674,"2019-02","2019-Q1",195200,-0.0604508196721311,"2018-04"
